"","year","ISO","CCODE","language_type","hits_mean","hits_median","hits_max","hits_sd","HRINGO_count","theta_mean","Amnesty","State","HRW","gdp_growth","gdp_pc_currentus","gini","literacy_per","rat_sum"
"455",2016,"PR",NA,"Spanish",3.81692307692308,3.6,11.04,2.35990489876641,NA,NA,NA,NA,NA,-2.6061251,30833.373,NA,NA,NA
"456",2012,"ES",230,"Spanish",5.23849056603774,5.5,10.23,2.23548772533011,8,1.66868573356947,2,1,NA,-2.9277506,28563.859,35.400002,97.894539,21
"457",2013,"ES",230,"Spanish",5.1425,5.72,11,2.33364301166274,NA,1.76339930423866,NA,1,1,-1.705705,29211.773,36.200001,98.079132,22
"458",2014,"ES",230,"Spanish",5.10230769230769,5.61,10.56,2.08541491182198,NA,1.72016546586122,2,1,NA,1.3799973,29623.164,36.099998,98.093719,22
"459",2015,"ES",230,"Spanish",5.12980769230769,5.5,9.79,2.04356905244147,10,1.69144677069148,2,1,NA,3.4322534,25789.52,36.200001,98.143257,22
"460",2016,"ES",230,"Spanish",4.73423076923077,5.225,8.03,1.92272921441785,NA,NA,NA,NA,NA,3.2744627,26616.758,NA,98.250511,22
"461",2012,"US",2,"Spanish",0.179528301886792,0.17,0.29,0.0572886093435903,39,0.348240359699347,3,NA,NA,2.224031,51450.961,NA,NA,6
"462",2013,"US",2,"Spanish",0.243653846153846,0.225,0.5,0.0896896357960649,NA,0.473516343660383,NA,NA,NA,1.6773316,52782.086,41,NA,6
"463",2014,"US",2,"Spanish",0.224615384615385,0.225,0.395,0.0838699165131789,NA,0.583498773291786,2,NA,2,2.5691936,54696.727,NA,NA,6
"464",2015,"US",2,"Spanish",0.213461538461538,0.2225,0.38,0.0733814801496895,39,0.524456320617327,2,NA,3,2.861587,56443.816,NA,NA,6
"465",2016,"US",2,"Spanish",0.132211538461538,0.13,0.19,0.035110657863759,NA,NA,NA,NA,NA,1.4852792,57588.539,41.5,NA,6
"466",2012,"CA",20,"Spanish",0.260471698113208,0.265,0.5,0.104266043549401,19,2.34821416527998,1,1,NA,1.7454723,52496.695,NA,NA,17
"467",2013,"CA",20,"Spanish",0.145384615384615,0.13,0.39,0.110213011908607,NA,2.46204522065777,NA,1,1,2.4750018,52418.316,34,NA,17
"468",2014,"CA",20,"Spanish",0.0293269230769231,0.03,0.105,0.0263094116864685,NA,2.56197467995914,1,1,1,2.8557391,50633.207,NA,NA,17
"469",2015,"CA",20,"Spanish",0.0355769230769231,0.03,0.085,0.0210660456788403,18,2.59342745890074,1,1,1,1.0008825,43525.371,NA,NA,17
"470",2016,"CA",20,"Spanish",0.0314423076923077,0.03,0.085,0.0224773641793803,NA,NA,NA,NA,NA,1.4141028,42348.945,NA,NA,17
"471",2012,"BR",140,"Spanish",0.144716981132075,0.145,0.345,0.0663065077901601,11,-0.948658639885709,4,4,NA,1.9331079,12291.467,52.599998,91.337852,19
"472",2013,"BR",140,"Spanish",0.127115384615385,0.11,0.385,0.066857663806426,NA,-0.979773563009183,NA,4,4,3.0103056,12216.904,52.799999,91.484238,19
"473",2014,"BR",140,"Spanish",0.245961538461538,0.21,0.5,0.117055535929337,NA,-0.989835749837359,4,4,4,0.50821024,12026.619,51.5,91.729431,19
"474",2015,"BR",140,"Spanish",0.130384615384615,0.125,0.26,0.0550209064886209,12,-1.00026480013953,4,4,4,-3.5497673,8750.2227,51.299999,NA,19
"475",2016,"BR",140,"Spanish",0.123076923076923,0.1175,0.3,0.0588047104135162,NA,NA,NA,NA,NA,-3.4681628,8639.3662,NA,NA,19
"476",2012,"IN",750,"Spanish",0.00575471698113208,0,0.08,0.0168818355504659,11,-1.13390157838346,4,4,NA,5.4563875,1446.9854,NA,NA,12
"477",2013,"IN",750,"Spanish",0.0161538461538462,0,0.29,0.0477289670812446,NA,-0.996591033484991,NA,4,4,6.3861065,1452.1953,NA,NA,12
"478",2014,"IN",750,"Spanish",0.159615384615385,0.1025,0.5,0.150479124191684,NA,-0.859200273499218,4,4,3,7.4102278,1576.004,NA,NA,12
"479",2015,"IN",750,"Spanish",0.145576923076923,0.0925,0.41,0.13944094908076,9,-0.8002299308812,4,4,3,8.1544247,1606.0383,NA,NA,12
"480",2016,"IN",750,"Spanish",0.0198076923076923,0.02,0.06,0.0178215978922453,NA,NA,NA,NA,NA,7.1126862,1717.4739,NA,NA,12
"481",2012,"CV",402,"Portugese",24.4339622641509,20,100,24.7405844047964,3,1.5774301916403,NA,1,NA,NA,NA,NA,NA,15
"482",2013,"CV",402,"Portugese",14.0769230769231,15,44,13.691053546373,NA,1.51086315356228,NA,2,NA,NA,NA,NA,NA,15
"483",2014,"CV",402,"Portugese",14.75,12,58,11.8336094969156,NA,1.61250272396361,NA,NA,NA,NA,NA,NA,NA,16
"484",2015,"CV",402,"Portugese",12.8076923076923,9,62,12.1219917821377,4,1.69019981403407,NA,1,NA,NA,NA,NA,NA,16
"485",2016,"CV",402,"Portugese",11.8076923076923,8,31,9.08788994155099,NA,NA,NA,NA,NA,NA,NA,NA,NA,17
"486",2012,"MZ",541,"Portugese",23.1739622641509,22.94,62,13.744321672215,6,-0.027784627918032,3,3,NA,7.1981859,566.05139,NA,NA,14
"487",2013,"MZ",541,"Portugese",21.1634615384615,21.39,40.3,10.3469610741067,NA,0.0201424425332286,NA,3,NA,7.1416831,605.9856,NA,NA,15
"488",2014,"MZ",541,"Portugese",15.2973076923077,13.64,40.92,8.79449295496003,NA,0.084680256389195,3,3,NA,7.4440694,623.28674,54,NA,16
"489",2015,"MZ",541,"Portugese",14.5819230769231,14.88,35.34,7.68271424628336,7,0.184262955645652,2,3,NA,6.593986,528.31256,NA,NA,16
"490",2016,"MZ",541,"Portugese",14.725,13.33,41.54,9.348803320715,NA,NA,NA,NA,NA,3.762943,382.06946,NA,NA,16
"491",2012,"AO",540,"Portugese",14.1175471698113,12.74,49,9.04488697587682,5,-0.302747648836767,3,3,NA,5.1775937,4539.4678,NA,NA,9
"492",2013,"AO",540,"Portugese",12.1651923076923,12.005,30.38,5.95772706046513,NA,-0.430702988560112,NA,3,4,6.8427167,4804.6338,NA,NA,9
"493",2014,"AO",540,"Portugese",11.4961538461538,9.8,28.42,6.29563096367387,NA,-0.472752192121754,4,3,4,4.7039704,4707.5781,NA,66.030113,11
"494",2015,"AO",540,"Portugese",12.3253846153846,10.78,26.95,6.29258152129248,6,-0.313139361300083,3,3,3,2.9997475,3683.5525,NA,NA,11
"495",2016,"AO",540,"Portugese",10.5632692307692,9.8,25.97,5.67084311646722,NA,NA,NA,NA,NA,-0.81349409,3308.7729,NA,NA,11
"496",2012,"BR",140,"Portugese",9.28679245283019,10,14.6,3.06255535182939,11,-0.948658639885709,4,4,NA,1.9331079,12291.467,52.599998,91.337852,19
"497",2013,"BR",140,"Portugese",11.1230769230769,11.4,20,4.09153192388412,NA,-0.979773563009183,NA,4,4,3.0103056,12216.904,52.799999,91.484238,19
"498",2014,"BR",140,"Portugese",9.79615384615385,10.8,15.4,3.12196277743832,NA,-0.989835749837359,4,4,4,0.50821024,12026.619,51.5,91.729431,19
"499",2015,"BR",140,"Portugese",9.66153846153846,10.8,15.4,2.99189453036778,12,-1.00026480013953,4,4,4,-3.5497673,8750.2227,51.299999,NA,19
"500",2016,"BR",140,"Portugese",9.40384615384616,10.4,13.8,2.95362598946976,NA,NA,NA,NA,NA,-3.4681628,8639.3662,NA,NA,19
"501",2012,"PT",235,"Portugese",5.34377358490566,4.9,12.04,3.26414803728152,4,1.34242516838622,1,2,NA,-4.0282569,20577.402,36,NA,18
"502",2013,"PT",235,"Portugese",3.95769230769231,3.92,11.9,2.54490541862435,NA,1.38460178670113,NA,2,NA,-1.1301558,21618.734,36.200001,NA,21
"503",2014,"PT",235,"Portugese",3.78269230769231,3.64,12.6,2.55686397637128,NA,1.5389207187524,1,2,NA,0.8931877,22077.535,35.599998,NA,22
"504",2015,"PT",235,"Portugese",3.50807692307692,3.22,14,2.65651772539529,4,1.71216216575379,1,1,NA,1.8220668,19252.635,35.5,NA,23
"505",2016,"PT",235,"Portugese",3.47846153846154,3.15,12.88,2.42160162897866,NA,NA,NA,NA,NA,1.6194147,19871.719,NA,NA,23
"506",2012,"IN",750,"Portugese",0.0105660377358491,0,0.145,0.0373736380940251,11,-1.13390157838346,4,4,NA,5.4563875,1446.9854,NA,NA,12
"507",2013,"IN",750,"Portugese",0.00788461538461538,0,0.145,0.0286689377893011,NA,-0.996591033484991,NA,4,4,6.3861065,1452.1953,NA,NA,12
"508",2014,"IN",750,"Portugese",0.0908653846153846,0.07,0.5,0.10934170738725,NA,-0.859200273499218,4,4,3,7.4102278,1576.004,NA,NA,12
"509",2015,"IN",750,"Portugese",0.0756730769230769,0.0625,0.34,0.0871162669472097,9,-0.8002299308812,4,4,3,8.1544247,1606.0383,NA,NA,12
"510",2016,"IN",750,"Portugese",0.0182692307692308,0,0.06,0.025512100462034,NA,NA,NA,NA,NA,7.1126862,1717.4739,NA,NA,12
"511",2012,"US",2,"Portugese",0.122735849056604,0.1,0.36,0.0924067411259332,39,0.348240359699347,3,NA,NA,2.224031,51450.961,NA,NA,6
"512",2013,"US",2,"Portugese",0.195480769230769,0.1675,0.49,0.129978352705155,NA,0.473516343660383,NA,NA,NA,1.6773316,52782.086,41,NA,6
"513",2014,"US",2,"Portugese",0.17,0.155,0.47,0.0980046017326958,NA,0.583498773291786,2,NA,2,2.5691936,54696.727,NA,NA,6
"514",2015,"US",2,"Portugese",0.163365384615385,0.1575,0.5,0.108305672881343,39,0.524456320617327,2,NA,3,2.861587,56443.816,NA,NA,6
"515",2016,"US",2,"Portugese",0.0986538461538462,0.0825,0.265,0.0554581222027069,NA,NA,NA,NA,NA,1.4852792,57588.539,41.5,NA,6
"516",2012,"PS",NA,"Arabic",25.1698113207547,22,96,18.4617440723916,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"517",2013,"PS",NA,"Arabic",29.4423076923077,26,100,21.2680497382382,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"518",2014,"PS",NA,"Arabic",19.7884615384615,14,63,17.2596509387619,NA,NA,NA,NA,NA,NA,NA,NA,NA,10
"519",2015,"PS",NA,"Arabic",8.78846153846154,0,43,13.367118771575,NA,NA,NA,NA,NA,NA,NA,NA,NA,11
"520",2016,"PS",NA,"Arabic",6.48076923076923,0,53,14.0314637820603,NA,NA,NA,NA,NA,NA,NA,NA,NA,11
"521",2012,"BH",692,"Arabic",17.1588679245283,11.04,69,16.1031173117287,4,-0.0987451154823431,3,3,NA,3.7322514,23649.367,NA,NA,13
"522",2013,"BH",692,"Arabic",15.4321153846154,12.075,48.99,13.7396818093331,NA,-0.0747170399920052,NA,3,3,5.4165039,24737.172,NA,NA,13
"523",2014,"BH",692,"Arabic",10.9869230769231,8.28,44.85,10.4900702886412,NA,-0.0418343376398714,3,3,3,4.3498425,24983.379,NA,NA,13
"524",2015,"BH",692,"Arabic",11.0665384615385,7.59,52.44,10.8635201539716,4,0.00388174512370312,4,2,3,2.8619678,22688.879,NA,NA,13
"525",2016,"BH",692,"Arabic",12.6057692307692,13.11,40.02,9.77729850538217,NA,NA,NA,NA,NA,3.2159336,22560.582,NA,NA,13
"526",2012,"MA",600,"Arabic",12.3056603773585,10.8,49.2,10.3459842654481,7,0.0817751836704705,3,3,NA,3.0099614,2904.7468,NA,69.425392,15
"527",2013,"MA",600,"Arabic",14.2961538461538,12.9,56.4,11.482808318431,NA,0.243884706517907,NA,3,2,4.5354242,3111.7629,39.5,NA,17
"528",2014,"MA",600,"Arabic",15.15,11.4,60,13.0097926917516,NA,0.309948329535184,3,3,2,2.6694939,3160.2507,NA,NA,18
"529",2015,"MA",600,"Arabic",13.1538461538462,10.8,46.8,10.5238191371179,9,0.327564892420443,3,2,3,4.5495019,2864.093,NA,NA,18
"530",2016,"MA",600,"Arabic",14.0307692307692,13.8,33,8.9533330076403,NA,NA,NA,NA,NA,1.2224437,2892.7756,NA,NA,18
"531",2012,"DZ",615,"Arabic",19.0803773584906,15.93,45.43,12.0225235675288,6,0.468857231531626,2,2,NA,3.3747687,5565.1343,NA,NA,15
"532",2013,"DZ",615,"Arabic",17.6092307692308,14.16,59,13.8615583321891,NA,0.457235364573838,NA,2,3,2.7676389,5471.1235,NA,NA,15
"533",2014,"DZ",615,"Arabic",16.0888461538462,13.57,50.15,12.7973585898742,NA,0.40232909561601,3,3,2,3.7891212,5466.4258,NA,NA,15
"534",2015,"DZ",615,"Arabic",15.5782692307692,11.8,47.2,12.6380383997185,6,0.383860558032136,3,2,3,3.7634671,4160.2202,NA,NA,15
"535",2016,"DZ",615,"Arabic",16.9057692307692,13.275,56.64,13.6193959651486,NA,NA,NA,NA,NA,3.3,3916.8816,NA,NA,15
"536",2012,"IQ",645,"Arabic",24.41,22.26,53,10.6682800863119,3,-1.20172304005539,4,4,NA,13.93643,6651.1226,29.5,NA,14
"537",2013,"IQ",645,"Arabic",15.4413461538462,13.25,43.46,9.43143596844339,NA,-1.52440081729755,NA,5,5,7.5999999,6925.2241,NA,43.683281,15
"538",2014,"IQ",645,"Arabic",10.6509615384615,9.275,23.85,5.71141899184892,NA,-1.78183472969772,5,5,5,0.69999999,6703.0747,NA,NA,15
"539",2015,"IQ",645,"Arabic",9.78461538461539,8.215,24.91,5.58878830795471,3,-1.80171659100488,5,5,5,4.8000002,4974.0269,NA,NA,15
"540",2016,"IQ",645,"Arabic",7.97038461538462,6.36,22.26,5.36195090393686,NA,NA,NA,NA,NA,11,4609.6006,NA,NA,15
"541",2012,"JO",663,"Arabic",12.8847169811321,10.71,51,9.95487870415877,4,-0.113400307867626,3,3,NA,2.6511705,3870.7532,NA,97.89032,14
"542",2013,"JO",663,"Arabic",11.9457692307692,9.435,41.82,8.38340806410083,NA,-0.0377717356397113,NA,3,3,2.8287668,3992.8672,NA,NA,14
"543",2014,"JO",663,"Arabic",11.6221153846154,9.69,33.15,7.57485529183942,NA,0.0731378664902453,3,3,2,3.0963302,4066.9407,NA,NA,14
"544",2015,"JO",663,"Arabic",11.73,8.925,47.94,9.10581133123238,4,0.00689890664660265,3,3,3,2.391696,4096.0991,NA,NA,14
"545",2016,"JO",663,"Arabic",8.66019230769231,8.67,31.62,5.1965759806893,NA,NA,NA,NA,NA,2.0037336,4087.9375,NA,NA,14
"546",2012,"YE",679,"Arabic",14.2709433962264,13.2,44,13.9981903039356,5,-1.04669541636207,3,4,NA,2.3929722,1421.171,NA,NA,14
"547",2013,"YE",679,"Arabic",9.11307692307692,8.14,25.96,7.41159968932154,NA,-1.06423243286671,NA,4,3,4.8234148,1580.1816,NA,NA,14
"548",2014,"YE",679,"Arabic",7.36153846153846,7.7,19.36,5.39107155291856,NA,-1.34542186766181,5,5,4,-0.18859145,1647.0336,36.700001,NA,14
"549",2015,"YE",679,"Arabic",4.95,4.62,16.28,5.20460052901917,4,-1.50830188458924,5,5,5,-37.146751,1285.563,NA,NA,14
"550",2016,"YE",679,"Arabic",5.72846153846154,3.52,25.52,5.87452772723898,NA,NA,NA,NA,NA,-34.339756,660.28088,NA,NA,14
"551",2012,"SD",625,"Arabic",11.0988679245283,11.18,43,12.2983170612858,4,-2.19270883873624,5,5,NA,0.52155924,1892.8944,NA,NA,12
"552",2013,"SD",625,"Arabic",13.0901923076923,11.18,39.56,12.3419748460102,NA,-2.13880932038949,NA,5,5,4.394711,1955.6608,NA,NA,12
"553",2014,"SD",625,"Arabic",10.3861538461538,7.74,30.96,8.34382715447236,NA,-2.12373927435315,5,5,5,2.6794119,2176.8979,NA,NA,12
"554",2015,"SD",625,"Arabic",12.0317307692308,12.04,37.41,8.78662301481775,5,-2.12690737250218,5,5,5,4.906045,2513.8848,NA,NA,12
"555",2016,"SD",625,"Arabic",14.8763461538462,12.04,43,10.9258762880669,NA,NA,NA,NA,NA,4.6999998,2415.0381,NA,NA,12
"556",2012,"LY",620,"Arabic",12.5630188679245,12.3,41,7.49737712724248,2,-1.1726529518657,4,4,NA,123.13956,13209.141,NA,NA,16
"557",2013,"LY",620,"Arabic",9.69807692307692,7.79,31.98,7.76770565425993,NA,-1.12526034675221,NA,4,4,-13.6,10571.851,NA,NA,16
"558",2014,"LY",620,"Arabic",7.26961538461538,5.74,20.5,4.74130947475958,NA,-1.16831998523739,5,4,4,-24,6631.5288,NA,NA,16
"559",2015,"LY",620,"Arabic",7.65596153846154,6.56,31.98,5.60503179386669,2,-1.23379940519481,5,5,3,-8.8620396,4695.2729,NA,NA,16
"560",2016,"LY",620,"Arabic",7.38788461538461,7.585,33.21,6.0073870658527,NA,NA,NA,NA,NA,-2.7954688,5125.6753,NA,NA,16
"561",2012,"SA",670,"Arabic",15.3384905660377,14.62,24.48,4.25844473064378,3,-0.3465455127627,3,3,NA,5.4114447,25303.094,NA,NA,11
"562",2013,"SA",670,"Arabic",15.1365384615385,14.62,30.94,5.46141218705593,NA,-0.253068358122754,NA,3,3,2.6992548,24934.387,NA,94.426338,11
"563",2014,"SA",670,"Arabic",15.7707692307692,14.79,30.6,5.71161659274886,NA,-0.225894720657128,3,3,3,3.6524818,24575.402,NA,NA,11
"564",2015,"SA",670,"Arabic",16.1761538461538,14.96,34,6.31265152141073,2,-0.290959828662398,4,3,3,4.1064091,20732.861,NA,NA,11
"565",2016,"SA",670,"Arabic",16.6207692307692,14.45,33.32,7.11556257573713,NA,NA,NA,NA,NA,1.6706424,19982.086,NA,NA,11
"566",2012,"LB",660,"Arabic",8.50452830188679,6.82,31,5.82580188143088,7,0.00121801160072773,3,3,NA,2.8042469,8922.8965,NA,NA,10
"567",2013,"LB",660,"Arabic",7.86326923076923,8.68,20.77,4.54073446644053,NA,-0.00249040732746969,NA,3,3,2.636234,8721.2539,NA,NA,10
"568",2014,"LB",660,"Arabic",5.50846153846154,4.185,17.98,4.16977188665363,NA,0.0259607752169714,3,3,3,2.0029213,8536.6826,NA,NA,10
"569",2015,"LB",660,"Arabic",6.03307692307692,5.27,17.36,4.44147897044973,7,0.104217270756199,2,3,3,0.81556004,8452.4434,NA,NA,10
"570",2016,"LB",660,"Arabic",6.82596153846154,5.89,16.74,4.16745526323207,NA,NA,NA,NA,NA,2,8257.2939,NA,NA,10
"571",2012,"EG",651,"Arabic",13.9583018867925,12.47,29,5.50736874764132,8,-0.846076012424331,3,3,NA,2.2156088,3181.4417,29.799999,73.865593,14
"572",2013,"EG",651,"Arabic",12.6205769230769,11.455,24.07,4.65153249613439,NA,-1.10923299539995,NA,4,4,2.1854661,3213.3892,NA,75.06073,14
"573",2014,"EG",651,"Arabic",10.4790384615385,9.57,27.26,4.66163871700751,NA,-1.19395565708691,4,4,4,2.9159119,3327.7542,NA,NA,14
"574",2015,"EG",651,"Arabic",9.33019230769231,8.99,22.33,3.50206913089772,10,-1.22098948902075,4,4,4,4.3720193,3547.7129,31.799999,NA,14
"575",2016,"EG",651,"Arabic",9.79865384615385,8.845,21.17,4.67164161802249,NA,NA,NA,NA,NA,4.3466434,3479.2813,NA,NA,14
"576",2012,"KW",690,"Arabic",7.59396226415094,6.24,26,5.39951220717869,3,0.910432467920059,2,2,NA,6.6263881,51264.07,NA,95.513168,14
"577",2013,"KW",690,"Arabic",4.965,4.42,13,2.75844194442883,NA,0.88975391275224,NA,2,2,1.1490388,48399.809,NA,95.585823,15
"578",2014,"KW",690,"Arabic",5.035,5.2,13.52,2.71180679223859,NA,0.832130471009358,2,2,2,0.50087696,42996.316,NA,NA,15
"579",2015,"KW",690,"Arabic",5.55,5.2,20.8,3.97586345289654,3,0.591007393841279,3,3,2,0.5930196,29109.068,NA,95.685448,15
"580",2016,"KW",690,"Arabic",4.895,3.77,20.02,3.82041343620418,NA,NA,NA,NA,NA,3.5470052,27368.287,NA,NA,15
"581",2012,"TN",616,"Arabic",8.76150943396226,7.8,25.74,5.78656381237751,4,0.30504946846668,3,2,NA,3.997674,4137.5483,NA,80.21875,19
"582",2013,"TN",616,"Arabic",8.56,7.15,26,4.82690986279311,NA,0.311811350735078,NA,3,3,2.8755238,4199.0845,NA,NA,19
"583",2014,"TN",616,"Arabic",8.105,7.15,21.06,4.69010619052825,NA,0.501254210158833,2,3,2,2.9713984,4270.3076,NA,79.03643,19
"584",2015,"TN",616,"Arabic",7.35,5.98,23.4,5.47856786782394,8,0.591988467934372,3,2,2,1.1536158,3828.1006,NA,NA,19
"585",2016,"TN",616,"Arabic",7.53,7.41,19.76,4.26849930004795,NA,NA,NA,NA,NA,1.108393,3688.6465,NA,NA,19
"586",2012,"OM",698,"Arabic",3.67698113207547,0,24,5.68368162945654,1,1.03055144083091,2,2,NA,9.3326759,22134.801,NA,NA,8
"587",2013,"OM",698,"Arabic",1.60153846153846,0,7.44,2.45201108705502,NA,0.801423751226357,NA,3,3,4.3726158,21268.836,NA,NA,8
"588",2014,"OM",698,"Arabic",1.85538461538462,2.16,8.64,2.12766138904322,NA,1.03301718133306,2,2,2,2.7510316,20469.139,NA,91.981201,8
"589",2015,"OM",698,"Arabic",2.29384615384615,1.92,6,1.98559336105737,1,1.19324373897052,2,1,2,4.738956,16406.711,NA,93.038612,8
"590",2016,"OM",698,"Arabic",1.78615384615385,1.68,6.24,1.87259927755477,NA,NA,NA,NA,NA,5.3841658,15102.382,NA,NA,8
"591",2012,"QA",694,"Arabic",7.46754716981132,7.7,16.06,5.11350583698187,1,1.73284266987767,1,1,NA,4.6872592,88564.82,NA,96.678589,10
"592",2013,"QA",694,"Arabic",8.24576923076923,6.38,19.58,4.14053389858231,NA,1.4417565401841,NA,2,2,4.4102745,88304.883,NA,97.477852,10
"593",2014,"QA",694,"Arabic",7.61115384615385,8.14,15.84,3.78408517389847,NA,1.42961330087074,1,2,2,3.9788821,86852.711,NA,97.746689,10
"594",2015,"QA",694,"Arabic",7.975,8.58,22,4.31921175633685,1,1.38624648272043,2,2,1,3.5510156,66346.523,NA,NA,10
"595",2016,"QA",694,"Arabic",6.69730769230769,6.82,16.5,4.16314554689667,NA,NA,NA,NA,NA,2.2231209,59324.34,NA,NA,10
"596",2012,"SY",652,"Arabic",2.68679245283019,0,13.2,3.56532648930313,4,-1.97299756452512,5,5,NA,NA,NA,NA,NA,16
"597",2013,"SY",652,"Arabic",1.42692307692308,0,12.2,2.60799039038102,NA,-2.04265173886209,NA,5,5,NA,NA,NA,NA,16
"598",2014,"SY",652,"Arabic",2.25,0,20,3.46339400577175,NA,-2.08640143553637,5,5,5,NA,NA,NA,NA,16
"599",2015,"SY",652,"Arabic",2.40769230769231,0,18.8,3.46454570226414,2,-2.09579924845786,5,5,5,NA,NA,NA,NA,16
"600",2016,"SY",652,"Arabic",1.97692307692308,1.8,7.4,2.25949980449564,NA,NA,NA,NA,NA,NA,NA,NA,NA,16
"601",2012,"AE",696,"Arabic",3.19245283018868,2.28,11.16,2.75239818903469,1,0.8060114704574,2,2,NA,4.4846263,42086.691,NA,NA,8
"602",2013,"AE",696,"Arabic",2.82230769230769,2.1,12,2.2741709244613,NA,0.416584960210862,NA,3,3,5.0533457,43315.141,NA,NA,8
"603",2014,"AE",696,"Arabic",2.13692307692308,1.86,5.64,1.24708528956804,NA,0.270455282214305,2,3,3,4.3986969,44443.063,NA,NA,8
"604",2015,"AE",696,"Arabic",1.80461538461538,1.56,6.48,1.07277624357472,1,0.136523522789572,3,3,3,5.0647016,39122.051,NA,NA,8
"605",2016,"AE",696,"Arabic",1.98461538461538,1.62,6.36,1.39911801565109,NA,NA,NA,NA,NA,2.9884417,38517.801,NA,NA,9
"606",2012,"IL",666,"Arabic",0.99811320754717,0.9,2.6,0.743042230407101,7,-1.02666638067347,4,4,NA,1.9425077,32525.957,41.400002,NA,11
"607",2013,"IL",666,"Arabic",0.888461538461539,0.8,3,0.590995785179173,NA,-0.995494579557378,NA,4,4,4.111155,36291.23,NA,NA,11
"608",2014,"IL",666,"Arabic",1.14423076923077,1.05,4.2,0.865099668187103,NA,-0.953435209132724,4,4,4,3.4101365,37539.953,NA,NA,11
"609",2015,"IL",666,"Arabic",1.76153846153846,1.25,10,1.92915239400002,6,-0.861430965979191,4,4,3,3.0379438,35690.965,NA,NA,11
"610",2016,"IL",666,"Arabic",2.68269230769231,2.4,9.4,1.98204896497224,NA,NA,NA,NA,NA,4.0943356,37180.852,NA,NA,11
"611",2012,"CH",225,"Arabic",0.132452830188679,0,0.77,0.214672430786799,10,2.23010668103508,1,1,NA,1.0060241,83538.227,31.6,NA,16
"612",2013,"CH",225,"Arabic",0.139807692307692,0,1,0.217548645762279,NA,2.3138601589222,NA,1,NA,1.8520398,85112.461,32.5,NA,16
"613",2014,"CH",225,"Arabic",0.131730769230769,0,0.65,0.202113549466205,NA,2.38948682930874,1,1,NA,2.449218,86605.563,32.5,NA,17
"614",2015,"CH",225,"Arabic",0.140961538461538,0,0.68,0.199413449852061,10,2.40593105983181,1,1,NA,1.2263844,82016.023,32.299999,NA,17
"615",2016,"CH",225,"Arabic",0.120961538461538,0,0.89,0.180111725842106,NA,NA,NA,NA,NA,1.3758845,79866.031,NA,NA,18
"616",2012,"IR",630,"Arabic",0.132452830188679,0,1,0.279614471263404,2,-1.01462802310169,4,4,NA,-7.4445572,7832.9028,NA,83.625992,11
"617",2013,"IR",630,"Arabic",0.0976923076923077,0,0.57,0.157201199723698,NA,-0.816913285039394,NA,4,3,-0.19407347,6036.1919,37.400002,84.626801,11
"618",2014,"IR",630,"Arabic",0.0796153846153846,0,0.32,0.107629749121363,NA,-0.714927805674586,3,4,3,4.6034188,5540.9844,38.799999,84.705238,11
"619",2015,"IR",630,"Arabic",0.0565384615384615,0,0.31,0.0852190859452942,2,-0.76224165218193,3,4,4,-1.3206451,4862.2998,NA,NA,11
"620",2016,"IR",630,"Arabic",0.0488461538461538,0,0.3,0.0740337455159005,NA,NA,NA,NA,NA,13.396228,5219.1099,NA,NA,11
"621",2012,"TR",640,"Arabic",0.0529245283018868,0,0.225,0.0855324610121354,3,-0.438732852073872,3,3,NA,4.7899404,11720.313,40.200001,94.919746,17
"622",2013,"TR",640,"Arabic",0.0690384615384615,0,0.33,0.0960445079705873,NA,-0.58085544706848,NA,4,3,8.4913092,12542.722,40.200001,95.25666,17
"623",2014,"TR",640,"Arabic",0.138557692307692,0.14,0.45,0.110880330026236,NA,-0.659786853185202,3,4,3,5.1666908,12127.461,41.200001,95.439629,17
"624",2015,"TR",640,"Arabic",0.148557692307692,0.13,0.5,0.123337320570663,3,-0.826578886952795,4,4,4,6.0858865,10984.806,42.900002,95.601418,18
"625",2016,"TR",640,"Arabic",0.131057692307692,0.12,0.4,0.0985201111073742,NA,NA,NA,NA,NA,3.1838315,10862.726,41.900002,NA,18
"626",2012,"GB",200,"Arabic",0.135660377358491,0.155,0.5,0.127373760037178,16,2.13078789160728,1,1,NA,1.4813298,41790.777,32.299999,NA,18
"627",2013,"GB",200,"Arabic",0.0993269230769231,0.135,0.275,0.0851067890091322,NA,2.23482722295798,NA,1,1,2.0523884,42724.066,33.200001,NA,18
"628",2014,"GB",200,"Arabic",0.110288461538462,0.125,0.415,0.103461717186005,NA,2.32668506322108,1,1,NA,3.054251,46783.469,34,NA,18
"629",2015,"GB",200,"Arabic",0.0964423076923077,0.1225,0.375,0.0914820058298274,16,2.3644040991,1,1,NA,2.3459394,44305.555,33.200001,NA,18
"630",2016,"GB",200,"Arabic",0.0900961538461539,0.12,0.265,0.0829923832119042,NA,NA,NA,NA,NA,1.9357909,40412.035,NA,NA,18
"631",2012,"FR",220,"Arabic",0.0605660377358491,0,0.32,0.0904245349265942,15,1.70889366107604,2,1,NA,0.18269303,40874.715,33.099998,NA,20
"632",2013,"FR",220,"Arabic",0.0531730769230769,0,0.35,0.0798836706064675,NA,1.78588996856643,NA,1,1,0.57624155,42592.953,32.5,NA,20
